ID;País;Ciudad;Tipo de Turismo;Atracción Principal;Nro de Visitantes Anuales;Gasto Promedio ($);Duracion Promedio (dias);Temporada Alta;Transporte Principal;Clima;Idioma;Moneda;Alojamiento Popular;Actividad Destacada;Seguridad;Requisitos de Visa;Valoracion (1-5);Fecha de Visita;Edad del Viajero;Motivo del Viaje
3864;Brasil;Río de Janeiro;Aventura;Copacabana;30692550;4281;10;Todo el año;Taxi;Tropical;Portugués;Real;Resort;Surf;Baja;Si;3;13/04/2021;56;Vacaciones
3865;Japón;Tokio;Tecnológico;Akihabara;43378929;2915;12;Primavera;Bicicleta;Desértico;Japonés;Yen;Resort;Museos;Alta;No;2;20/01/2021;68;Vacaciones
3866;Australia;Sidney;Gastronómico;Ópera de Sidney;15731443;4862;12;Todo el año;Ferry;Continental;Inglés;Dólar Australiano;Airbnb;Compras;Baja;No;5;06/11/2019;74;Vacaciones
3867;Egipto;El Cairo;Aventura;Pirámides de Giza;6826263;2194;5;Invierno;Ferry;Húmedo;Arabe;Libra Egipcia;Boutique;Anime;Media;No;1;15/09/2019;33;Negocios
3868;EE.UU.;Nueva York;Urbano;Times Square;38709526;782;13;Invierno;Tren;Desértico;Inglés;Dólar;Ryokan;Senderismo;Alta;No;1;04/08/2022;65;Vacaciones
3869;España;Barcelona;Religioso;Sagrada Familia;14586579;1602;15;Todo el año;Ferry;Tropical;Español;Euro;Hostales;Museos;Baja;No para UE;1;27/01/2023;80;Estudio
3870;Tailandia;Bangkok;Urbano;Gran Palacio;28405055;1030;15;Primavera;Ferry;Tropical;Tailandés;Baht;Boutique;Surf;Alta;Si;4;04/05/2022;65;Vacaciones
3871;Francia;París;Histórico;Torre Eiffel;11100700;770;9;Primavera;Bus;Húmedo;Francés;Euro;Airbnb;Religión;Media;No;5;09/01/2023;31;Vacaciones
3872;Francia;París;Aventura;Torre Eiffel;5126993;4346;4;Primavera;Taxi;Desértico;Francés;Euro;Camping;Museos;Alta;Si;1;20/06/2020;19;Negocios
3873;México;Cancún;Playa;Playas del Caribe;30886162;547;14;Invierno;Bicicleta;Continental;Español;Peso;Hoteles;Religión;Alta;No para UE;5;08/01/2020;74;Negocios
3874;Tailandia;Bangkok;Urbano;Gran Palacio;23477929;3906;7;Otoño;Bicicleta;Continental;Tailandés;Baht;Hoteles;Religión;Media;No;4;11/06/2020;49;Negocios
3875;EE.UU.;Nueva York;Cultural;Times Square;7353851;1653;7;Invierno;Ferry;Templado;Inglés;Dólar;Ryokan;Anime;Alta;Si;1;27/10/2020;48;Luna de Miel
3876;México;Cancún;Gastronómico;Playas del Caribe;22394195;2447;12;Todo el año;Metro;Desértico;Español;Peso;Boutique;Exploración;Baja;Si;2;12/02/2020;47;Luna de Miel
3877;EE.UU.;Nueva York;Tecnológico;Times Square;11886083;4644;15;Otoño;Tren;Desértico;Inglés;Dólar;Ryokan;Gastronomía;Media;Si;4;04/08/2021;30;Vacaciones
3878;Francia;París;Urbano;Torre Eiffel;8701218;2858;15;Otoño;Bus;Desértico;Francés;Euro;Resort;Gastronomía;Media;No para UE;5;20/08/2023;37;Estudio
3879;Egipto;El Cairo;Religioso;Pirámides de Giza;20223647;1520;9;Todo el año;Avión;Tropical;Arabe;Libra Egipcia;Airbnb;Gastronomía;Alta;No;1;19/03/2023;18;Luna de Miel
3880;España;Barcelona;Playa;Sagrada Familia;25242490;2079;3;Otoño;Avión;Templado;Español;Euro;Boutique;Museos;Alta;Si;2;18/04/2020;34;Luna de Miel
3881;Tailandia;Bangkok;Urbano;Gran Palacio;27719772;1408;7;Invierno;Taxi;Templado;Tailandés;Baht;Hostales;Religión;Baja;No para UE;1;20/06/2022;69;Estudio
3882;EE.UU.;Nueva York;Religioso;Times Square;36821782;2825;5;Otoño;Bus;Húmedo;Inglés;Dólar;Boutique;Museos;Media;No para UE;3;14/04/2021;75;Luna de Miel
3883;Italia;Roma;Religioso;Coliseo;21085308;2147;5;Verano;Avión;Tropical;Italiano;Euro;Ryokan;Anime;Baja;No para UE;2;23/02/2022;32;Aventura
3884;Francia;París;Cultural;Torre Eiffel;30660834;2985;4;Primavera;Metro;Húmedo;Francés;Euro;Boutique;Exploración;Alta;No para UE;2;28/04/2021;64;Estudio
3885;Brasil;Río de Janeiro;Urbano;Copacabana;13946972;1445;13;Otoño;Bus;Tropical;Portugués;Real;Resort;Anime;Media;No;4;18/03/2022;76;Estudio
3886;Tailandia;Bangkok;Histórico;Gran Palacio;37907880;535;8;Otoño;Ferry;Tropical;Tailandés;Baht;Hostales;Museos;Baja;No para UE;1;05/11/2023;31;Estudio
3887;Tailandia;Bangkok;Urbano;Gran Palacio;33211292;1960;10;Verano;Taxi;Desértico;Tailandés;Baht;Cabañas;Religión;Media;No para UE;5;18/02/2019;74;Vacaciones
3888;España;Barcelona;Tecnológico;Sagrada Familia;13925823;2771;3;Invierno;Avión;Desértico;Español;Euro;Cabañas;Gastronomía;Media;No para UE;1;01/04/2019;66;Negocios
3889;España;Barcelona;Gastronómico;Sagrada Familia;34681416;1129;12;Todo el año;Avión;Continental;Español;Euro;Cabañas;Museos;Alta;No;5;05/04/2023;77;Vacaciones
3890;Tailandia;Bangkok;Histórico;Gran Palacio;6229206;3240;13;Primavera;Bicicleta;Templado;Tailandés;Baht;Boutique;Museos;Alta;Si;2;09/05/2019;52;Estudio
3891;Australia;Sidney;Histórico;Ópera de Sidney;39246196;1906;11;Verano;Bus;Húmedo;Inglés;Dólar Australiano;Hoteles;Surf;Media;No para UE;3;10/03/2023;28;Luna de Miel
3892;España;Barcelona;Tecnológico;Sagrada Familia;23046905;759;13;Verano;Bicicleta;Tropical;Español;Euro;Camping;Religión;Baja;No;5;23/01/2024;54;Estudio
3893;Tailandia;Bangkok;Tecnológico;Gran Palacio;44994077;3067;8;Otoño;Avión;Templado;Tailandés;Baht;Boutique;Anime;Alta;Si;4;03/08/2021;61;Luna de Miel
3894;España;Barcelona;Religioso;Sagrada Familia;34732941;1672;2;Verano;Ferry;Continental;Español;Euro;Cabañas;Religión;Baja;No para UE;4;20/07/2022;30;Estudio
3895;Brasil;Río de Janeiro;Gastronómico;Copacabana;15989277;1559;10;Invierno;Bus;Húmedo;Portugués;Real;Ryokan;Gastronomía;Baja;No;1;19/12/2021;30;Vacaciones
3896;EE.UU.;Nueva York;Aventura;Times Square;36389453;2751;10;Todo el año;Tren;Tropical;Inglés;Dólar;Resort;Anime;Baja;Si;2;02/03/2021;35;Estudio
3897;EE.UU.;Nueva York;Gastronómico;Times Square;40565101;1981;14;Otoño;Bus;Desértico;Inglés;Dólar;Cabañas;Compras;Alta;Si;4;22/07/2019;60;Vacaciones
3898;Italia;Roma;Gastronómico;Coliseo;43512455;2397;8;Todo el año;Bicicleta;Desértico;Italiano;Euro;Cabañas;Religión;Alta;No;1;15/04/2019;34;Negocios
3899;Francia;París;Urbano;Torre Eiffel;31319023;2553;11;Verano;Metro;Tropical;Francés;Euro;Camping;Gastronomía;Alta;Si;5;22/10/2023;60;Luna de Miel
3900;Brasil;Río de Janeiro;Urbano;Copacabana;49122461;2596;6;Primavera;Bus;Tropical;Portugués;Real;Resort;Compras;Alta;No;1;07/02/2023;28;Luna de Miel
3901;Australia;Sidney;Cultural;Ópera de Sidney;21244486;761;5;Invierno;Tren;Templado;Inglés;Dólar Australiano;Cabañas;Surf;Alta;Si;5;25/12/2020;63;Luna de Miel
3902;Italia;Roma;Histórico;Coliseo;41675862;1605;10;Invierno;Tren;Continental;Italiano;Euro;Airbnb;Exploración;Media;Si;4;08/12/2019;64;Luna de Miel
3903;Tailandia;Bangkok;Tecnológico;Gran Palacio;12854509;4479;11;Primavera;Metro;Templado;Tailandés;Baht;Boutique;Surf;Alta;No para UE;1;17/10/2022;43;Vacaciones
3904;EE.UU.;Nueva York;Religioso;Times Square;45136585;2597;14;Verano;Ferry;Templado;Inglés;Dólar;Resort;Museos;Baja;No para UE;4;29/05/2022;76;Luna de Miel
3905;Italia;Roma;Histórico;Coliseo;46731924;1486;7;Otoño;Avión;Desértico;Italiano;Euro;Airbnb;Anime;Alta;No para UE;3;07/05/2021;72;Aventura
3906;Italia;Roma;Aventura;Coliseo;32919313;2494;8;Otoño;Taxi;Continental;Italiano;Euro;Ryokan;Surf;Baja;No;2;14/02/2021;34;Vacaciones
3907;España;Barcelona;Histórico;Sagrada Familia;16117746;4785;13;Primavera;Metro;Desértico;Español;Euro;Hoteles;Gastronomía;Media;No;3;04/02/2023;77;Luna de Miel
3908;Francia;París;Aventura;Torre Eiffel;48008726;2474;3;Invierno;Taxi;Húmedo;Francés;Euro;Hoteles;Anime;Baja;Si;4;28/02/2021;61;Vacaciones
3909;Tailandia;Bangkok;Aventura;Gran Palacio;8169607;507;8;Otoño;Bus;Continental;Tailandés;Baht;Hoteles;Religión;Media;Si;4;24/08/2022;40;Luna de Miel
3910;México;Cancún;Playa;Playas del Caribe;31713325;3712;8;Otoño;Taxi;Templado;Español;Peso;Boutique;Museos;Media;Si;1;04/07/2023;48;Vacaciones
3911;EE.UU.;Nueva York;Urbano;Times Square;48993424;1867;11;Todo el año;Ferry;Continental;Inglés;Dólar;Ryokan;Surf;Alta;Si;5;26/02/2020;49;Estudio
3912;España;Barcelona;Aventura;Sagrada Familia;17171519;4548;12;Invierno;Avión;Tropical;Español;Euro;Resort;Museos;Alta;No para UE;3;21/10/2020;60;Aventura
3913;Tailandia;Bangkok;Cultural;Gran Palacio;25608144;3407;8;Verano;Taxi;Desértico;Tailandés;Baht;Resort;Religión;Alta;No para UE;5;14/12/2023;56;Vacaciones
3914;Egipto;El Cairo;Gastronómico;Pirámides de Giza;16032332;2378;9;Verano;Avión;Húmedo;Arabe;Libra Egipcia;Boutique;Gastronomía;Media;No;1;05/10/2020;41;Negocios
3915;Japón;Tokio;Histórico;Akihabara;38029334;1273;7;Todo el año;Ferry;Húmedo;Japonés;Yen;Camping;Compras;Media;Si;3;21/02/2022;49;Luna de Miel
3916;Italia;Roma;Playa;Coliseo;8316253;1968;14;Primavera;Avión;Desértico;Italiano;Euro;Resort;Museos;Alta;No;3;28/11/2020;62;Estudio
3917;México;Cancún;Playa;Playas del Caribe;10879769;4871;2;Otoño;Ferry;Templado;Español;Peso;Boutique;Anime;Alta;No para UE;2;14/10/2022;50;Luna de Miel
3918;Brasil;Río de Janeiro;Religioso;Copacabana;46462129;2978;6;Otoño;Bicicleta;Húmedo;Portugués;Real;Camping;Religión;Baja;Si;2;18/08/2023;56;Luna de Miel
3919;España;Barcelona;Gastronómico;Sagrada Familia;36001877;2564;14;Invierno;Ferry;Húmedo;Español;Euro;Ryokan;Senderismo;Media;No;2;25/12/2019;52;Negocios
3920;Tailandia;Bangkok;Religioso;Gran Palacio;12397156;3310;12;Invierno;Tren;Húmedo;Tailandés;Baht;Airbnb;Exploración;Baja;Si;1;08/01/2024;48;Negocios
3921;Italia;Roma;Religioso;Coliseo;13013847;4232;9;Todo el año;Avión;Desértico;Italiano;Euro;Airbnb;Compras;Baja;Si;2;29/12/2020;38;Estudio
3922;España;Barcelona;Religioso;Sagrada Familia;23600030;4550;3;Primavera;Avión;Desértico;Español;Euro;Ryokan;Surf;Alta;No;2;29/08/2020;34;Negocios
3923;Italia;Roma;Gastronómico;Coliseo;8202350;4602;9;Primavera;Bus;Continental;Italiano;Euro;Hoteles;Anime;Media;No para UE;3;07/09/2023;78;Aventura
3924;Egipto;El Cairo;Urbano;Pirámides de Giza;38810309;1975;5;Invierno;Tren;Desértico;Arabe;Libra Egipcia;Resort;Museos;Alta;No para UE;2;30/07/2023;63;Luna de Miel
3925;Australia;Sidney;Histórico;Ópera de Sidney;44436506;4816;11;Verano;Metro;Húmedo;Inglés;Dólar Australiano;Hoteles;Senderismo;Baja;No;3;13/07/2019;70;Luna de Miel
3926;Egipto;El Cairo;Aventura;Pirámides de Giza;18081369;2633;2;Verano;Ferry;Tropical;Arabe;Libra Egipcia;Airbnb;Exploración;Baja;Si;2;22/01/2021;60;Luna de Miel
3927;EE.UU.;Nueva York;Gastronómico;Times Square;46651984;857;5;Verano;Avión;Templado;Inglés;Dólar;Hostales;Surf;Baja;Si;5;16/07/2021;27;Aventura
3928;México;Cancún;Aventura;Playas del Caribe;41579783;1296;7;Verano;Bicicleta;Húmedo;Español;Peso;Hoteles;Surf;Media;No;1;26/07/2022;53;Estudio
3929;Egipto;El Cairo;Playa;Pirámides de Giza;30359640;4197;13;Invierno;Tren;Templado;Arabe;Libra Egipcia;Cabañas;Exploración;Alta;Si;3;20/09/2023;80;Luna de Miel
3930;EE.UU.;Nueva York;Histórico;Times Square;16238053;2127;15;Otoño;Bus;Desértico;Inglés;Dólar;Ryokan;Senderismo;Alta;Si;4;30/01/2019;64;Estudio
3931;Japón;Tokio;Religioso;Akihabara;10292299;2160;4;Invierno;Ferry;Desértico;Japonés;Yen;Ryokan;Compras;Baja;No para UE;2;24/07/2021;79;Estudio
3932;Italia;Roma;Aventura;Coliseo;9803332;4144;9;Verano;Metro;Desértico;Italiano;Euro;Hoteles;Senderismo;Baja;No para UE;3;03/01/2023;39;Estudio
3933;Italia;Roma;Gastronómico;Coliseo;14768733;1098;15;Primavera;Bicicleta;Templado;Italiano;Euro;Camping;Religión;Media;No;3;17/06/2019;77;Luna de Miel
3934;Brasil;Río de Janeiro;Tecnológico;Copacabana;43610102;1388;6;Invierno;Bicicleta;Húmedo;Portugués;Real;Airbnb;Compras;Alta;No para UE;2;25/03/2019;80;Aventura
3935;Italia;Roma;Urbano;Coliseo;29013323;1461;4;Otoño;Tren;Desértico;Italiano;Euro;Resort;Gastronomía;Alta;Si;1;06/12/2022;29;Luna de Miel
3936;Egipto;El Cairo;Gastronómico;Pirámides de Giza;12285729;3166;11;Otoño;Avión;Húmedo;Arabe;Libra Egipcia;Airbnb;Museos;Alta;No;5;31/10/2022;23;Estudio
3937;Tailandia;Bangkok;Aventura;Gran Palacio;6364180;2018;2;Otoño;Ferry;Tropical;Tailandés;Baht;Hoteles;Senderismo;Media;Si;2;16/12/2021;26;Luna de Miel
3938;Egipto;El Cairo;Religioso;Pirámides de Giza;26707996;4384;13;Primavera;Tren;Húmedo;Arabe;Libra Egipcia;Hoteles;Surf;Alta;Si;4;26/10/2021;70;Negocios
3939;Italia;Roma;Cultural;Coliseo;16242599;1412;10;Invierno;Avión;Templado;Italiano;Euro;Cabañas;Museos;Alta;Si;1;24/10/2019;80;Luna de Miel
3940;México;Cancún;Religioso;Playas del Caribe;9553133;2299;7;Todo el año;Bicicleta;Templado;Español;Peso;Hostales;Anime;Media;No;5;21/12/2019;80;Luna de Miel
3941;Egipto;El Cairo;Cultural;Pirámides de Giza;45998780;654;14;Verano;Ferry;Húmedo;Arabe;Libra Egipcia;Airbnb;Exploración;Baja;Si;5;28/06/2019;30;Estudio
3942;Egipto;El Cairo;Cultural;Pirámides de Giza;27520668;578;10;Verano;Ferry;Húmedo;Arabe;Libra Egipcia;Ryokan;Exploración;Media;No para UE;2;21/04/2019;34;Aventura
3943;Tailandia;Bangkok;Cultural;Gran Palacio;39186586;3500;8;Verano;Metro;Desértico;Tailandés;Baht;Airbnb;Museos;Baja;Si;5;26/01/2023;35;Estudio
3944;México;Cancún;Cultural;Playas del Caribe;48100832;4275;5;Otoño;Bus;Continental;Español;Peso;Airbnb;Senderismo;Alta;No;4;23/04/2021;73;Estudio
3945;Brasil;Río de Janeiro;Histórico;Copacabana;28525668;4929;13;Otoño;Bus;Desértico;Portugués;Real;Cabañas;Gastronomía;Alta;No para UE;2;26/04/2022;18;Estudio
3946;EE.UU.;Nueva York;Tecnológico;Times Square;47895202;4021;11;Verano;Metro;Templado;Inglés;Dólar;Hoteles;Gastronomía;Baja;No;4;15/01/2020;42;Negocios
3947;Egipto;El Cairo;Aventura;Pirámides de Giza;35013677;1366;6;Invierno;Metro;Continental;Arabe;Libra Egipcia;Airbnb;Senderismo;Baja;No para UE;4;04/01/2024;33;Luna de Miel
3948;Australia;Sidney;Aventura;Ópera de Sidney;27247961;842;9;Verano;Ferry;Desértico;Inglés;Dólar Australiano;Camping;Museos;Media;No para UE;1;14/06/2023;78;Estudio
3949;Australia;Sidney;Tecnológico;Ópera de Sidney;23385457;1780;10;Invierno;Taxi;Continental;Inglés;Dólar Australiano;Hoteles;Surf;Alta;Si;1;11/09/2019;54;Negocios
3950;Brasil;Río de Janeiro;Tecnológico;Copacabana;13807920;1447;11;Todo el año;Ferry;Continental;Portugués;Real;Hostales;Senderismo;Alta;No para UE;4;30/01/2021;63;Vacaciones
3951;Tailandia;Bangkok;Gastronómico;Gran Palacio;12237874;881;5;Verano;Tren;Continental;Tailandés;Baht;Hoteles;Exploración;Baja;No para UE;5;02/09/2019;43;Aventura
3952;Australia;Sidney;Cultural;Ópera de Sidney;25272529;3776;13;Primavera;Bus;Continental;Inglés;Dólar Australiano;Ryokan;Gastronomía;Media;No;1;15/06/2019;36;Estudio
3953;Brasil;Río de Janeiro;Religioso;Copacabana;40975603;4804;9;Verano;Tren;Húmedo;Portugués;Real;Ryokan;Museos;Media;No para UE;2;10/01/2022;68;Luna de Miel
3954;España;Barcelona;Gastronómico;Sagrada Familia;17936190;657;11;Invierno;Bicicleta;Templado;Español;Euro;Hoteles;Surf;Alta;No para UE;1;13/06/2021;79;Estudio
3955;Tailandia;Bangkok;Gastronómico;Gran Palacio;31314451;2437;7;Otoño;Bicicleta;Tropical;Tailandés;Baht;Ryokan;Compras;Alta;No;3;16/07/2020;69;Aventura
3956;Tailandia;Bangkok;Aventura;Gran Palacio;35429114;4968;12;Invierno;Taxi;Templado;Tailandés;Baht;Hoteles;Anime;Alta;No para UE;2;15/02/2024;59;Vacaciones
3957;Brasil;Río de Janeiro;Urbano;Copacabana;48455964;583;6;Verano;Avión;Continental;Portugués;Real;Resort;Compras;Media;No para UE;4;20/01/2022;26;Estudio
3958;España;Barcelona;Playa;Sagrada Familia;26913254;626;7;Primavera;Metro;Tropical;Español;Euro;Ryokan;Gastronomía;Alta;Si;2;12/11/2021;31;Estudio
3959;Brasil;Río de Janeiro;Cultural;Copacabana;6983965;1801;14;Verano;Bicicleta;Húmedo;Portugués;Real;Hostales;Senderismo;Alta;No para UE;5;01/12/2020;21;Luna de Miel
3960;Egipto;El Cairo;Religioso;Pirámides de Giza;15534590;4146;12;Invierno;Bicicleta;Tropical;Arabe;Libra Egipcia;Airbnb;Anime;Media;No para UE;3;12/12/2020;57;Luna de Miel
3961;EE.UU.;Nueva York;Religioso;Times Square;49076848;1960;11;Primavera;Metro;Continental;Inglés;Dólar;Boutique;Surf;Baja;No;1;12/11/2020;70;Luna de Miel
3962;EE.UU.;Nueva York;Playa;Times Square;42355479;504;10;Otoño;Avión;Continental;Inglés;Dólar;Ryokan;Anime;Baja;Si;3;25/11/2022;67;Estudio
3963;México;Cancún;Religioso;Playas del Caribe;22561838;3852;10;Verano;Ferry;Templado;Español;Peso;Boutique;Religión;Alta;No para UE;3;28/02/2019;80;Vacaciones
3964;Egipto;El Cairo;Religioso;Pirámides de Giza;31143289;3234;10;Verano;Bus;Continental;Arabe;Libra Egipcia;Camping;Religión;Alta;No;5;14/06/2021;25;Estudio
3965;EE.UU.;Nueva York;Aventura;Times Square;26486587;3825;5;Otoño;Bus;Húmedo;Inglés;Dólar;Hoteles;Museos;Baja;Si;1;03/08/2019;58;Estudio
3966;EE.UU.;Nueva York;Cultural;Times Square;49725998;3336;5;Invierno;Tren;Húmedo;Inglés;Dólar;Cabañas;Museos;Baja;No para UE;1;14/07/2022;44;Aventura
3967;Tailandia;Bangkok;Tecnológico;Gran Palacio;13922955;1401;10;Invierno;Bicicleta;Tropical;Tailandés;Baht;Boutique;Exploración;Alta;No para UE;3;28/11/2022;79;Luna de Miel
3968;Tailandia;Bangkok;Urbano;Gran Palacio;21604992;791;5;Primavera;Metro;Continental;Tailandés;Baht;Airbnb;Senderismo;Baja;Si;1;06/03/2019;34;Vacaciones
3969;Francia;París;Histórico;Torre Eiffel;21737626;1975;14;Otoño;Bus;Continental;Francés;Euro;Boutique;Anime;Alta;Si;4;06/05/2020;43;Vacaciones
3970;EE.UU.;Nueva York;Playa;Times Square;26849722;928;2;Otoño;Avión;Tropical;Inglés;Dólar;Camping;Compras;Alta;No para UE;4;06/05/2022;29;Negocios
3971;Brasil;Río de Janeiro;Urbano;Copacabana;45972580;3674;14;Otoño;Bus;Templado;Portugués;Real;Hostales;Gastronomía;Alta;Si;3;09/11/2022;41;Aventura
3972;Francia;París;Playa;Torre Eiffel;10800947;529;7;Verano;Bicicleta;Tropical;Francés;Euro;Airbnb;Anime;Media;No para UE;4;08/09/2021;32;Vacaciones
3973;México;Cancún;Histórico;Playas del Caribe;11817474;1414;7;Primavera;Bicicleta;Templado;Español;Peso;Airbnb;Surf;Baja;Si;3;09/07/2020;44;Vacaciones
3974;Brasil;Río de Janeiro;Playa;Copacabana;42264784;3024;5;Otoño;Tren;Continental;Portugués;Real;Resort;Museos;Media;Si;5;11/03/2020;18;Negocios
3975;Australia;Sidney;Playa;Ópera de Sidney;19250149;872;10;Verano;Ferry;Templado;Inglés;Dólar Australiano;Hostales;Religión;Media;No;5;17/02/2023;69;Aventura
3976;México;Cancún;Cultural;Playas del Caribe;9261072;1085;6;Todo el año;Tren;Continental;Español;Peso;Cabañas;Gastronomía;Media;Si;1;16/02/2023;29;Negocios
3977;EE.UU.;Nueva York;Urbano;Times Square;19907144;1135;11;Invierno;Bus;Desértico;Inglés;Dólar;Airbnb;Gastronomía;Media;No para UE;1;11/12/2022;46;Luna de Miel
3978;EE.UU.;Nueva York;Urbano;Times Square;28899088;2977;3;Primavera;Ferry;Desértico;Inglés;Dólar;Ryokan;Gastronomía;Baja;Si;5;12/04/2023;74;Estudio
3979;Francia;París;Tecnológico;Torre Eiffel;33808513;3945;4;Otoño;Bus;Continental;Francés;Euro;Boutique;Compras;Baja;Si;5;29/11/2019;41;Estudio
3980;Francia;París;Cultural;Torre Eiffel;39399267;4353;4;Verano;Tren;Húmedo;Francés;Euro;Ryokan;Exploración;Alta;No;2;17/06/2020;66;Negocios
3981;Egipto;El Cairo;Histórico;Pirámides de Giza;34273195;1931;13;Otoño;Bus;Húmedo;Arabe;Libra Egipcia;Hoteles;Religión;Baja;No;5;15/03/2022;18;Luna de Miel
3982;Egipto;El Cairo;Urbano;Pirámides de Giza;26764280;988;7;Primavera;Taxi;Continental;Arabe;Libra Egipcia;Hostales;Gastronomía;Alta;No;3;23/09/2022;51;Luna de Miel
3983;Brasil;Río de Janeiro;Playa;Copacabana;18338681;2201;15;Verano;Tren;Tropical;Portugués;Real;Camping;Religión;Baja;Si;2;25/01/2023;35;Luna de Miel
3984;Egipto;El Cairo;Urbano;Pirámides de Giza;25450413;1532;12;Otoño;Bus;Continental;Arabe;Libra Egipcia;Airbnb;Senderismo;Baja;No para UE;5;04/08/2020;69;Negocios
3985;Francia;París;Tecnológico;Torre Eiffel;37137971;1016;3;Invierno;Bus;Tropical;Francés;Euro;Boutique;Gastronomía;Baja;No para UE;4;14/10/2020;35;Aventura
3986;Francia;París;Playa;Torre Eiffel;38712998;1126;2;Otoño;Avión;Desértico;Francés;Euro;Hostales;Gastronomía;Alta;No;2;13/05/2020;33;Aventura
3987;Egipto;El Cairo;Histórico;Pirámides de Giza;31179848;4781;14;Primavera;Taxi;Templado;Arabe;Libra Egipcia;Airbnb;Surf;Baja;Si;1;06/08/2021;26;Negocios
3988;Tailandia;Bangkok;Gastronómico;Gran Palacio;25565314;1303;6;Todo el año;Bus;Húmedo;Tailandés;Baht;Airbnb;Exploración;Alta;Si;2;16/01/2019;75;Vacaciones
3989;Egipto;El Cairo;Tecnológico;Pirámides de Giza;12446876;1701;2;Todo el año;Taxi;Desértico;Arabe;Libra Egipcia;Airbnb;Museos;Media;No;5;09/10/2019;24;Aventura
3990;Brasil;Río de Janeiro;Aventura;Copacabana;42001140;3806;6;Otoño;Bus;Tropical;Portugués;Real;Hoteles;Exploración;Baja;No para UE;4;23/12/2023;45;Estudio
3991;Japón;Tokio;Religioso;Akihabara;39878054;2474;13;Invierno;Tren;Continental;Japonés;Yen;Airbnb;Surf;Baja;Si;4;03/08/2019;74;Vacaciones
3992;España;Barcelona;Religioso;Sagrada Familia;43196176;3995;4;Invierno;Avión;Tropical;Español;Euro;Hoteles;Exploración;Alta;No;1;04/10/2019;68;Luna de Miel
3993;Egipto;El Cairo;Aventura;Pirámides de Giza;11809935;2932;11;Todo el año;Tren;Desértico;Arabe;Libra Egipcia;Airbnb;Anime;Alta;No para UE;4;18/02/2019;35;Luna de Miel
3994;Egipto;El Cairo;Playa;Pirámides de Giza;24852520;745;2;Verano;Tren;Templado;Arabe;Libra Egipcia;Hoteles;Religión;Alta;Si;1;06/11/2023;78;Aventura
3995;España;Barcelona;Tecnológico;Sagrada Familia;11680477;1178;9;Todo el año;Tren;Desértico;Español;Euro;Hostales;Compras;Alta;No para UE;5;16/03/2020;23;Aventura
3996;Egipto;El Cairo;Histórico;Pirámides de Giza;29510422;920;7;Verano;Avión;Templado;Arabe;Libra Egipcia;Cabañas;Museos;Media;No;3;05/02/2023;72;Aventura
3997;EE.UU.;Nueva York;Tecnológico;Times Square;40838541;4393;2;Todo el año;Tren;Templado;Inglés;Dólar;Hoteles;Surf;Alta;No;4;22/01/2021;41;Estudio
3998;España;Barcelona;Gastronómico;Sagrada Familia;10972281;3547;15;Todo el año;Metro;Templado;Español;Euro;Hoteles;Compras;Baja;No;1;06/11/2023;73;Estudio
3999;Tailandia;Bangkok;Gastronómico;Gran Palacio;16853251;2380;14;Todo el año;Tren;Templado;Tailandés;Baht;Boutique;Gastronomía;Baja;Si;2;22/11/2023;40;Vacaciones
4000;México;Cancún;Aventura;Playas del Caribe;14185338;2150;9;Verano;Bus;Húmedo;Español;Peso;Camping;Anime;Baja;No;5;07/06/2021;44;Aventura
